state,yr,hcci_hl_cat,spend_pm,oop_pm,adj_price,adj_util_1k,price,util_1k,case_mix_index,spend_annual,oop_annual,util_annual,adj_util_annual,price_annual,adj_price_annual,case_mix_annual,spend_cmltv,oop_cmltv,util_cmltv,adj_util_cmltv,price_cmltv,adj_price_cmltv,case_mix_cmltv
AR,2013,IP,801.9900512695313,62.14996719360352,12218.492,65.637398,12218.492,65.637398,1,,,,,,,,0,0,0,0,0,0,0
AR,2014,IP,791.5877685546875,61.30068588256836,12481.793,63.419399,12811.203,61.788715,1.0263913,-.012970588,-.013665033,-.0586355105042458,-.0337916873395443,.0485093370079994,.0215493682771921,.0263912677764893,-.012970588,-.013665033,-.0586355105042458,-.0337916873395443,.0485093370079994,.0215493682771921,.0263912677764893
AR,2015,IP,790.171875,60.35812759399414,13208.748,59.821861,13478.521,58.624527,1.0204238,-.0017886754,-.015375983,-.0512098111212254,-.0567261427640915,.0520885810256004,.0582412369549274,-.0058140573091805,-.014736064,-.028830903,-.1068426072597504,-.0886009633541107,.10312470048666,.0810456648468971,.0204237699508667
AR,2016,IP,852.17919921875,65.11744689941406,13838.851,61.578754,14414.342,59.120228,1.0415852,.07847321,.078851342,.0084555195644498,.0293687470257282,.0694305673241615,.0477034263312817,.0207378920167685,.062580764,.047747083,-.0992904976010323,-.0618343129754066,.1797152757644653,.132615253329277,.0415852069854736
AR,2017,IP,858.4146728515625,64.60152435302734,13714.135,62.593426,14996.459,57.241158,1.0935038,.0073170923,-.0079229539,-.0317838825285435,.016477620229125,.0403845831751823,-.0090120071545243,.049845777451992,.070355766,.039445832,-.127918541431427,-.046375572681427,.2273575812578201,.1224081143736839,.0935038328170776
AZ,2013,IP,971.5909423828125,67.55516815185547,15627.471,62.171989,15627.471,62.171989,1,,,,,,,,0,0,0,0,0,0,0
AZ,2014,IP,925.32470703125,66.10700988769531,15575.027,59.410793,15583.643,59.377949,1.0005531,-.047619049,-.021436676,-.0449405051767826,-.0444122217595577,-.0028045566286892,-.003355844411999,.0005531311035156,-.047619049,-.021436676,-.0449405051767826,-.0444122217595577,-.0028045566286892,-.003355844411999,.0005531311035156
AZ,2015,IP,934.1520385742188,62.70966720581055,16660.107,56.07119,17130.654,54.531021,1.0282439,.0095397122,-.051391564,-.0816284120082855,-.0562120676040649,.0992715060710907,.0696679428219795,.0276754591614008,-.038533606,-.071726575,-.1229004934430122,-.0981277823448181,.0961885377764702,.0660782977938652,.0282438993453979
AZ,2016,IP,976.0847778320313,63.3482666015625,17462.285,55.896736,18303.414,53.328014,1.0481683,.04488856,.010183428,-.0220609605312347,-.0031112900469452,.0684597194194794,.048149611800909,.0193771161139011,.0046252338,-.062273569,-.1422501504421234,-.1009337678551674,.1712332963943481,.1174095571041107,.0481683015823364
AZ,2017,IP,1003.282043457031,64.37172698974609,18043.979,55.602039,19013.645,52.766422,1.0537391,.027863631,.016156092,-.0105309020727873,-.005272164940834,.0388031676411629,.0333114117383957,.0053147659637034,.03261774,-.047123577,-.1512830406427383,-.1056737974286079,.2166808694601059,.1546320468187332,.053739070892334
CA,2013,IP,1231.494995117188,38.43757629394531,26316.746,46.795105,26316.746,46.795105,1,,,,,,,,0,0,0,0,0,0,0
CA,2014,IP,1216.961669921875,36.37786102294922,27000.545,45.071747,27314.906,44.553024,1.0116428,-.011801368,-.053585984,-.0479127168655396,-.0368277430534363,.0379287078976631,.0259834118187428,.0116428136825562,-.011801368,-.053585984,-.0479127168655396,-.0368277430534363,.0379287078976631,.0259834118187428,.0116428136825562
CA,2015,IP,1242.468017578125,35.9053840637207,28198.793,44.061039,28826.977,43.10088,1.022277,.02095904,-.012988036,-.0325936265289783,-.0224244222044945,.055356964468956,.0443786606192589,.0105117969214916,.0089103263,-.065878041,-.0789446979761124,-.0584263242781162,.0953852906823158,.071515180170536,.0222769975662231
CA,2016,IP,1273.56005859375,35.13683319091797,29291.143,43.479359,30345.906,41.968102,1.0360097,.02502442,-.021404892,-.0262820199131966,-.0132016930729151,.0526912584900856,.0387374609708786,.0134334154427052,.034157723,-.085872822,-.1031518876552582,-.0708566904067993,.1531025171279907,.1130229607224464,.036009669303894
CA,2017,IP,1283.071166992188,34.2142219543457,31030.291,41.348991,32010.268,40.083115,1.0315813,.0074681272,-.026257666,-.0449147522449493,-.0489972084760666,.0548463203012943,.0593745522201061,-.0042744646780193,.041880943,-.10987566,-.1434336006641388,-.1163821220397949,.216345950961113,.179108202457428,.0315812826156616
CO,2013,IP,1027.534057617188,57.70234298706055,18528.693,55.456371,18528.693,55.456371,1,,,,,,,,0,0,0,0,0,0,0
CO,2014,IP,1007.422302246094,57.02810287475586,19164.322,52.567596,19187.43,52.504288,1.0012058,-.019572835,-.011684796,-.0532325431704521,-.05209094658494,.0355522260069847,.0343051105737686,.0012058019638062,-.019572835,-.011684796,-.0532325431704521,-.05209094658494,.0355522260069847,.0343051105737686,.0012058019638062
CO,2015,IP,1036.892944335938,55.62768936157227,20246.939,51.212326,20639.93,50.237228,1.0194099,.029253514,-.024556551,-.0431785546243191,-.0257814787328243,.0757006034255028,.0564912855625153,.0181821696460247,.0091081038,-.035954408,-.0941125899553299,-.0765294432640076,.1139441579580307,.0927343368530273,.0194098949432373
CO,2016,IP,1042.646850585938,58.16808700561523,20428.525,51.038769,20857.25,49.989658,1.0209866,.0055491808,.045667861,-.0049280193634331,-.0033889748156071,.010529120452702,.0089685618877411,.0015466419281438,.014707827,.0080714924,-.0985768213868141,-.0796590596437454,.1256730109453201,.1025345921516419,.0209865570068359
CO,2017,IP,1080.58837890625,56.23781585693359,21079.852,51.261673,22121.564,48.84774,1.0494175,.036389627,-.033184368,-.0228430889546871,.0043673506006598,.0606175065040588,.0318831726908684,.0278465356677771,.051632665,-.025380721,-.1191681101918221,-.0756396129727364,.1939084976911545,.1376868933439255,.0494174957275391
CT,2013,IP,935.8026733398438,37.75118255615234,17265.711,54.200066,17265.711,54.200066,1,,,,,,,,0,0,0,0,0,0,0
CT,2014,IP,981.749755859375,38.79372406005859,18645.217,52.65424,18583.232,52.829868,.99667555,.049099114,.027616128,-.025280361995101,-.0285207387059927,.0763085559010506,.0798985809087753,-.0033244490623474,.049099114,.027616128,-.025280361995101,-.0285207387059927,.0763085559010506,.0798985809087753,-.0033244490623474
CT,2015,IP,957.9998779296875,38.03859329223633,19199.063,49.898262,19686.15,48.663647,1.0253704,-.024191376,-.019465283,-.0788611024618149,-.0523410402238369,.0593501664698124,.0297044385224581,.028790520504117,.023719963,.007613291,-.1021478250622749,-.0793689712882042,.1401876509189606,.1119763627648354,.0253703594207764
CT,2016,IP,1029.412353515625,38.98335266113281,20348.16,50.589943,21022.891,48.966259,1.0331593,.074543305,.024836864,.0062184468843043,.0138618238270283,.067902572453022,.0598517581820488,.0075961789116263,.10003143,.032639246,-.0965645834803581,-.0666073486208916,.2176093310117722,.1785301119089127,.0331592559814453
CT,2017,IP,1098.743896484375,41.23930740356445,21079.207,52.124535,22306.055,49.257652,1.0582018,.067350604,.057869695,.0059508993290365,.0303339269012213,.0610365197062492,.0359269268810749,.0242387931793928,.1741192,.092397764,-.0911883264780045,-.0382938832044601,.2919279634952545,.2208710759878159,.058201789855957
DC,2013,IP,852.2950439453125,29.39058876037598,14681.008,58.05426,14681.008,58.05426,1,,,,,,,,0,0,0,0,0,0,0
DC,2014,IP,839.2491455078125,28.6251106262207,14200.823,59.098625,14604.641,57.464554,1.0284362,-.015306787,-.026045008,-.0101578496396542,.0179894622415304,-.0052017671987414,-.0327078737318516,.0284361839294434,-.015306787,-.026045008,-.0101578496396542,.0179894622415304,-.0052017671987414,-.0327078737318516,.0284361839294434
DC,2015,IP,1000.197998046875,27.81064414978027,17605.777,56.810783,18325.863,54.578491,1.0409006,.1917772,-.028452868,-.0502233542501926,-.0387122668325901,.2547972798347473,.2397716045379639,.0121197644621134,.17353491,-.053756822,-.0598710402846336,-.0214192178100348,.248270109295845,.1992212980985642,.0409005880355835
DC,2016,IP,914.9774169921875,26.50193786621094,15866.083,57.668766,16653.514,54.942005,1.0496298,-.085203707,-.047057748,.0066603883169591,.0151024609804153,-.0912562534213066,-.0988138318061829,.0083862179890275,.073545389,-.098284893,-.0536094196140766,-.0066402400843799,.1343576610088348,.0807216539978981,.049629807472229
DC,2017,IP,1001.548522949219,27.23282051086426,16984.102,58.969761,18347.221,54.588566,1.0802585,.094615564,.02757846,-.00643295282498,.0225597843527794,.1017026826739311,.0704659447073936,.0291804596781731,.17511949,-.073416978,-.0596975050866604,.0157697405666113,.249724879860878,.1568757295608521,.0802584886550903
DE,2013,IP,1140.659545898438,49.03250503540039,18912.754,60.311661,18912.754,60.311661,1,,,,,,,,0,0,0,0,0,0,0
DE,2014,IP,1095.036376953125,51.4614143371582,18976.502,57.704861,18903.41,57.927982,.99614829,-.039997183,.049536716,-.0395226776599884,-.0432221554219723,-.000494044914376,.0033706380054355,-.0038517117500305,-.039997183,.049536716,-.0395226776599884,-.0432221554219723,-.000494044914376,.0033706380054355,-.0038517117500305
DE,2015,IP,1305.389526367188,59.42859649658203,21944.035,59.487217,21917.018,59.560547,.99876881,.19209695,.15481856,.0281826592981815,.0308874547481537,.159421369433403,.1563793569803238,.0026306507643312,.14441644,.21202448,-.0124538755044341,-.0136697245761752,.1588485538959503,.1602770984172821,-.0012311935424805
DE,2016,IP,1316.202392578125,56.28197860717773,22119.125,59.505177,23402.561,56.241814,1.0580238,.0082832491,-.052947875,-.055720329284668,.0003019067808054,.0677803456783295,.0079789264127612,.0593280494213104,.15389591,.14785036,-.0674802660942078,-.0133719453588128,.237395703792572,.1695348620414734,.0580238103866577
DE,2017,IP,1194.7080078125,48.83853530883789,21634.457,55.222462,21783.131,54.845558,1.0068721,-.092306763,-.13225269,-.0248259324580431,-.0719721391797066,-.0691988244652748,-.0219117160886526,-.0483465045690537,.047383517,-.0039559416,-.090630941092968,-.084381677210331,.1517693847417831,.1439083516597748,.0068720579147339
FL,2013,IP,1062.289184570313,65.89316558837891,16326.685,65.064598,16326.685,65.064598,1,,,,,,,,0,0,0,0,0,0,0
FL,2014,IP,1058.516479492188,63.64054489135742,17056.758,62.058483,17210.705,61.50338,1.0090256,-.0035514859,-.034185953,-.0547335781157017,-.0462020076811314,.0541457459330559,.0447165630757809,.0090255737304688,-.0035514859,-.034185953,-.0547335781157017,-.0462020076811314,.0541457459330559,.0447165630757809,.0090255737304688
FL,2015,IP,1087.20947265625,64.23886108398438,17912.428,60.69582,18128.91,59.971035,1.0120856,.027106799,.0094014937,-.0249148067086935,-.0219577271491289,.0533508099615574,.0501660369336605,.0030326121486723,.023459043,-.025105858,-.0782847106456757,-.0671452432870865,.1103852763772011,.0971258506178856,.0120855569839478
FL,2016,IP,1150.91357421875,68.50682830810547,18735.408,61.429863,19210.895,59.90942,1.0253791,.058594137,.066439025,-.0010274124797434,.0120938001200557,.0596828125417233,.0459446646273136,.0131347635760903,.083427742,.039665155,-.0792316868901253,-.0558634847402573,.1766562014818192,.1475329250097275,.0253790616989136
FL,2017,IP,1182.497314453125,70.29909515380859,19218.027,61.530628,20230.514,58.451176,1.0526842,.027442321,.026161872,-.0243408177047968,.0016403297195211,.053075049072504,.0257597342133522,.0266292989253998,.11315951,.066864744,-.101643942296505,-.0543147884309292,.2391072809696198,.1770930737257004,.0526841878890991
GA,2013,IP,872.9537963867188,56.11978912353516,15414.038,56.633686,15414.038,56.633686,1,,,,,,,,0,0,0,0,0,0,0
GA,2014,IP,858.4202270507813,49.66983413696289,16135.777,53.19981,16135.843,53.199593,1.0000041,-.016648727,-.11493192,-.0606369413435459,-.0606331005692482,.0468277484178543,.0468235015869141,4.05311584473e-06,-.016648727,-.11493192,-.0606369413435459,-.0606331005692482,.0468277484178543,.0468235015869141,4.05311584473e-06
GA,2015,IP,874.7428588867188,51.88845443725586,16703.008,52.37038,16661.191,52.501823,.99749643,.019014733,.044667359,-.0131160626187921,-.0155908381566405,.0325578674674034,.0351535864174366,-.0025076167657971,.0020494354,-.075398266,-.0729576870799065,-.0752786174416542,.0809102281928062,.0836231037974358,-.0025035738945007
GA,2016,IP,962.41845703125,55.0615234375,17665.537,54.480003,18249.906,52.735531,1.0330796,.10023014,.061151735,.0044514155015349,.0402827486395836,.0953542143106461,.0576261058449745,.0356725081801414,.10248499,-.018857265,-.0688310340046883,-.0380282998085022,.1839795708656311,.1460680812597275,.0330796241760254
GA,2017,IP,1007.943786621094,59.24741363525391,18510.924,54.451298,19173.939,52.568428,1.0358175,.047303051,.076022059,-.0031686949077994,-.0005269015091471,.0506322160363197,.0478551387786865,.0026502117980272,.15463589,.055731222,-.0717816278338432,-.0385351628065109,.2439270913600922,.2009133249521256,.0358175039291382
HI,2013,IP,605.6458129882813,20.78145408630371,18373.6,32.96283,18373.6,32.96283,1,,,,,,,,0,0,0,0,0,0,0
HI,2014,IP,565.8834838867188,14.97609329223633,21625.088,26.167915,20638.762,27.41848,.95438969,-.065652773,-.27935296,-.1682000458240509,-.2061386853456497,.1232835203409195,.1769652366638184,-.0456103086471558,-.065652773,-.27935296,-.1682000458240509,-.2061386853456497,.1232835203409195,.1769652366638184,-.0456103086471558
HI,2015,IP,506.4107666015625,23.58479690551758,18291.604,27.685423,18618.152,27.199841,1.0178524,-.10509711,.5748297,-.0079741608351469,.0579911507666111,-.0979036167263985,-.1541489362716675,.0664956197142601,-.16384996,.13489637,-.1748329550027847,-.1601017564535141,.0133100068196654,-.004462712444365,.0178524255752563
HI,2016,IP,790.2357177734375,19.08363151550293,27192.168,29.061152,32559.006,24.27088,1.1973671,.56046391,-.19085029,-.1076830103993416,.0496914424002171,.7487775087356567,.4865928888320923,.1763660907745361,.30478194,-.081698932,-.2636894285678864,-.1183659955859184,.7720537185668945,.4799586534500122,.1973670721054077
HI,2017,IP,793.6177368164063,19.15773773193359,23091.615,34.368221,25545.721,31.066563,1.1062769,.0042797597,.0038832345,.2799932658672333,.1826173216104507,-.2154023051261902,-.150799036026001,-.0760754197835922,.31036609,-.07813295,-.0575274303555489,.0426356494426727,.390349268913269,.2567823231220245,.1062768697738648
IA,2013,IP,812.5008544921875,51.68848419189453,13147.197,61.800312,13147.197,61.800312,1,,,,,,,,0,0,0,0,0,0,0
IA,2014,IP,836.19384765625,52.19263076782227,14269.587,58.59972,14324.846,58.373669,1.0038725,.029160576,.0097535569,-.0554470233619213,-.051789253950119,.0895741060376167,.0853710174560547,.0038725137710571,.029160576,.0097535569,-.0554470233619213,-.051789253950119,.0895741060376167,.0853710174560547,.0038725137710571
IA,2015,IP,888.977783203125,52.43231582641602,14868.341,59.789974,15021.709,59.179535,1.0103151,.063124038,.0045923162,.01380530372262,.02031160145998,.0486471764743328,.0419601425528526,.0064176940359175,.094125353,.014390664,-.0424071811139584,-.0325295738875866,.1425788104534149,.1309133470058441,.0103150606155396
IA,2016,IP,875.8418579101563,50.71836853027344,14652.158,59.775623,15116.143,57.94083,1.0316666,-.014776438,-.032688759,-.020931301638484,-.0002400216908427,.0062864748761058,-.0145397940650582,.0211335811764002,.077958077,-.018768506,-.0624508485198021,-.0327617861330509,.1497616022825241,.1144700944423676,.03166663646698
IA,2017,IP,963.30615234375,55.13753890991211,15474.714,62.250332,16623.283,57.949207,1.0742223,.099863112,.08713156,.0001445798261557,.0413999632000923,.0997040495276451,.0561388731002808,.0412494577467442,.18560633,.06672772,-.062315296381712,.0072818375192583,.2643975019454956,.1770351976156235,.0742223262786865
ID,2013,IP,1004.238708496094,63.38882446289063,16953.813,59.233795,16953.813,59.233795,1,,,,,,,,0,0,0,0,0,0,0
ID,2014,IP,1013.29345703125,58.80046844482422,18940.857,53.497765,18565.738,54.578678,.98019528,.0090165297,-.072384305,-.0785888731479645,-.0968371257185936,.0950774773955345,.1172034293413162,-.0198047161102295,.0090165297,-.072384305,-.0785888731479645,-.0968371257185936,.0950774773955345,.1172034293413162,-.0198047161102295
ID,2015,IP,1044.91845703125,55.72663497924805,19351.152,53.997738,19259.381,54.255039,.99525756,.03121011,-.052275661,-.0059297680854797,.0093456860631704,.0373614318668842,.0216618981212378,.0153666036203504,.040508047,-.12087603,-.0840526223182678,-.0883964523673058,.1359911412000656,.1414041668176651,-.004742443561554
ID,2016,IP,1054.596435546875,59.12722396850586,19398.389,54.365158,20388.828,51.724232,1.0510578,.0092619462,.061022688,-.0466464981436729,.0068043628707528,.0586440078914166,.0024410085752606,.0560661479830742,.050145175,-.067229524,-.1267783641815186,-.0821935683488846,.2026102095842362,.1441903561353684,.0510578155517578
ID,2017,IP,1119.147827148438,60.33469390869141,20708.133,54.04388,21835.338,51.253975,1.054433,.061209567,.020421557,-.0090916147455573,-.0059096235781908,.0709461942315102,.0675181895494461,.0032112149056047,.11442411,-.048180901,-.1347173601388931,-.0876174569129944,.2879308462142944,.2214440107345581,.0544329881668091
IL,2013,IP,972.9640502929688,48.77646255493164,16240.67,59.909111,16240.67,59.909111,1,,,,,,,,0,0,0,0,0,0,0
IL,2014,IP,974.5996704101563,48.07230377197266,16852.814,57.83009,17069.279,57.096714,1.0128444,.0016810694,-.014436446,-.0469443947076797,-.0347029268741608,.0510206408798695,.0376920737326145,.012844443321228,.0016810694,-.014436446,-.0469443947076797,-.0347029268741608,.0510206408798695,.0376920737326145,.012844443321228
IL,2015,IP,964.986328125,48.32308197021484,17080.523,56.496304,17312.404,55.739594,1.0135758,-.0098638879,.0052166879,-.0237688031047583,-.0230638757348061,.0142434248700738,.0135116297751665,.0007220743573271,-.0081994012,-.0092950687,-.0695973858237267,-.0569664165377617,.0659907758235931,.0517129860818386,.0135757923126221
IL,2016,IP,967.77685546875,50.41466903686523,17136.971,56.473042,17634.438,54.879936,1.0290289,.0028917792,.043283395,-.0154227409511805,-.0004117441712879,.0186012983322144,.0033047737088054,.0152461221441627,-.0053313323,.033586003,-.0839467421174049,-.0573547072708607,.0858195871114731,.0551886595785618,.0290288925170898
IL,2017,IP,978.83056640625,49.06772994995117,17668.791,55.398842,18470.215,52.995083,1.0453582,.011421756,-.026717206,-.0343450345098972,-.0190214589238167,.0473946146667004,.0310335084795952,.0158686395734549,.00602953,.0059714746,-.1154086291790009,-.0752851963043213,.1372815817594528,.0879348665475845,.0453581809997559
IN,2013,IP,1161.509887695313,61.69867324829102,19339.213,60.059834,19339.213,60.059834,1,,,,,,,,0,0,0,0,0,0,0
IN,2014,IP,1187.443481445313,60.48347473144531,20158.977,58.903954,20664.453,57.463097,1.0250745,.022327485,-.019695699,-.0432358309626579,-.0192454736679792,.068526066839695,.0423886775970459,.0250744819641113,.022327485,-.019695699,-.0432358309626579,-.0192454736679792,.068526066839695,.0423886775970459,.0250744819641113
IN,2015,IP,1187.146484375,63.54338073730469,20803.471,57.064823,21293.609,55.751301,1.0235604,-.00025011471,.050590776,-.0297894813120365,-.0312225297093391,.0304463058710098,.0319705791771412,-.0014770411653444,.022071784,.029898657,-.0717373415827751,-.0498671121895313,.1010587364435196,.0757144466042519,.0235604047775269
IN,2016,IP,1161.505126953125,63.15807342529297,20930.93,55.492283,21683.805,53.565556,1.0359695,-.021599151,-.006063689,-.0392052792012692,-.027557086199522,.018324526026845,.0061268135905266,.0121234571561217,-4.0987529e-06,.023653671,-.1081301346421242,-.0760500058531761,.121235117316246,.0823051482439041,.0359694957733154
IN,2017,IP,1242.390747070313,64.52188873291016,22138.563,56.118855,23405.688,53.080723,1.0572361,.069638625,.021593681,-.0090512037277222,.0112911490723491,.0794087052345276,.0576960891485214,.0205281917005777,.069634244,.045758124,-.1162026301026344,-.0656175464391708,.2102709412574768,.1447499245405197,.0572360754013062
KS,2013,IP,933.823486328125,57.16596221923828,15237.92,61.282871,15237.92,61.282871,1,,,,,,,,0,0,0,0,0,0,0
KS,2014,IP,867.4021606445313,58.74219512939453,15572.332,55.701492,15065.862,57.574013,.96747631,-.071128353,.027572928,-.060520313680172,-.091075673699379,-.0112914107739925,.0219460465013981,-.0325236916542053,-.071128353,.027572928,-.060520313680172,-.091075673699379,-.0112914107739925,.0219460465013981,-.0325236916542053
KS,2015,IP,867.7015380859375,56.18426513671875,15858.388,54.715622,15731.483,55.157005,.99199766,.00034514262,-.043545019,-.0419808737933636,-.0176991727203131,.0441807508468628,.0183694809675217,.0253456868231297,-.070807762,-.017172756,-.0999604910612106,-.1071628853678703,.0323904752731323,.0407186672091484,-.0080023407936096
KS,2016,IP,933.473388671875,61.5517463684082,15920.248,58.63435,16310.239,57.232353,1.0244966,.075800084,.095533527,.0376261882483959,.0716199055314064,.0367896556854248,.0039007971063256,.0327610597014427,-.00037490774,.0767202,-.0660954341292381,-.0432179719209671,.0703717693686485,.044778298586607,.0244965553283691
KS,2017,IP,973.8814697265625,64.27980804443359,16392.514,59.410141,17261.832,56.418201,1.0530314,.043287877,.044321433,-.0142253767699003,.0132310017943382,.0583432763814926,.0296644642949104,.0278525967150927,.04289674,.12444199,-.0793805792927742,-.0305587872862816,.1328207552433014,.0757710859179497,.0530314445495605
KY,2013,IP,994.6123046875,49.4807243347168,14646.737,67.906746,14646.737,67.906746,1,,,,,,,,0,0,0,0,0,0,0
KY,2014,IP,1001.396423339844,54.07123184204102,15790.981,63.415722,15633.015,64.056519,.98999637,.0068208673,.092773654,-.0566987469792366,-.0661351680755615,.0673376843333244,.0781228020787239,-.0100036263465881,.0068208673,.092773654,-.0566987469792366,-.0661351680755615,.0673376843333244,.0781228020787239,-.0100036263465881
KY,2015,IP,931.2655639648438,59.54173278808594,15372.857,60.57856,15363.012,60.617382,.99935955,-.070033066,.10117212,-.0536890961229801,-.044739093631506,-.0172713287174702,-.0264786593616009,.0094577865675092,-.06368988,.20333187,-.1073437333106995,-.1079154387116432,.0489033423364162,.0495755523443222,-.0006404519081116
KY,2016,IP,972.906005859375,58.94519424438477,16034.454,60.675968,16512.221,58.920364,1.0297962,.044713821,-.010018831,-.0279955621808767,.0016079664928839,.0748036280274391,.0430366769433022,.0304562002420425,-.021823879,.19127589,-.1323341578245163,-.1064809933304787,.1273651123046875,.0947457998991013,.0297962427139282
KY,2017,IP,991.250732421875,64.40972137451172,16078.978,61.648865,16623.887,59.628098,1.0338895,.0188556,.09270522,.0120116900652647,.016034297645092,.0067626284435391,.0027767354622483,.0039748535491526,-.0033797815,.30171338,-.1219120174646378,-.0921540409326553,.1349890679121018,.0977856144309044,.0338895320892334
LA,2013,IP,897.0323486328125,64.05333709716797,14025.164,63.958778,14025.164,63.958778,1,,,,,,,,0,0,0,0,0,0,0
LA,2014,IP,921.1907348632813,64.49882507324219,14258.171,64.607918,14577.484,63.192707,1.0223951,.026931455,.0069549535,-.0119775794446468,.0101493401452899,.0393806658685207,.0166134834289551,.022395133972168,.026931455,.0069549535,-.0119775794446468,.0101493401452899,.0393806658685207,.0166134834289551,.022395133972168
LA,2015,IP,893.9470825195313,64.60713958740234,14212.875,62.896992,14791.492,60.436569,1.0407108,-.029574389,.0016793254,-.0436148084700108,-.0264816768467426,.0146807096898556,-.0031768379267305,.0179144758731127,-.0034394145,.0086459583,-.055069986730814,-.0166011098772287,.0546395108103752,.0133838672190905,.0407108068466187
LA,2016,IP,929.2066650390625,67.01148986816406,14585.295,63.708462,15219.475,61.053795,1.0434808,.039442584,.037214931,.0102127846330404,.0129015715792775,.0289343632757664,.0262029971927404,.0026615916285664,.035867509,.046182647,-.0454196222126484,-.0039137178100646,.0851548388600349,.0399375632405281,.0434807538986206
LA,2017,IP,939.331298828125,66.67607116699219,15139.887,62.043488,16306.229,57.605679,1.0770377,.010895998,-.0050053908,-.0564766898751259,-.0261342711746693,.0714054778218269,.0380240380764008,.0321586541831493,.047154319,.040946096,-.0993311628699303,-.029945706948638,.1626408398151398,.0794801861047745,.0770376920700073
MA,2013,IP,781.94677734375,36.51056671142578,14643.155,53.400154,14643.155,53.400154,1,,,,,,,,0,0,0,0,0,0,0
MA,2014,IP,801.025634765625,37.39763259887695,15753.081,50.84882,15868.325,50.47953,1.0073156,.024399176,.024296142,-.0546931698918343,-.0477776601910591,.083668440580368,.0757982656359673,.0073156356811523,.024399176,.024296142,-.0546931698918343,-.0477776601910591,.083668440580368,.0757982656359673,.0073156356811523
MA,2015,IP,801.76953125,38.92238235473633,15754.6,50.891144,16083.552,49.850281,1.0208797,.00092868001,.040771291,-.0124654406681657,.0008323509828188,.0135632818564773,.0000963973143371,.0134656000882387,.025350515,.066058017,-.0664768368005753,-.046985074877739,.0983665362000465,.0759019702672958,.0208797454833984
